Date,Open,High,Low,Close,Volume,Turnover (Rs. Cr)
03-May-2000,1330.15,1342.15,1258.1,1316.05,34709688,1815.26
04-May-2000,1317.95,1385.15,1317.95,1380.55,29963970,1527.37
05-May-2000,1381.9,1428.6,1381.9,1422.4,35555435,1883.38
08-May-2000,1423.25,1436.6,1358.8,1365.05,23965671,2058.9
09-May-2000,1362.45,1385.7,1328.05,1378.55,24898689,1523.07
10-May-2000,1380.4,1391.35,1359.65,1363.15,22179474,1577.07
11-May-2000,1359.1,1359.1,1295.95,1304.55,23828870,1553.33
12-May-2000,1305.3,1326.3,1276.4,1282.8,23382546,1576.03
15-May-2000,1281.3,1311.7,1220.7,1299.25,21763805,1747.61
16-May-2000,1300.2,1310.45,1287.8,1306.85,17410579,1238.38
17-May-2000,1310.8,1347.7,1303.75,1311.65,25382671,1662.6
18-May-2000,1311.3,1316.2,1289.55,1293.4,23235814,1201.14
19-May-2000,1293.45,1293.45,1252.7,1268,27403349,1507.05
22-May-2000,1267.85,1267.85,1228.4,1233,18684174,1051.53
23-May-2000,1229.25,1230.9,1203.2,1224.4,21794331,1240.47
24-May-2000,1224.5,1246.25,1201.5,1235.9,30854002,1573.85
25-May-2000,1237,1269.8,1235.7,1247.65,35464246,1835.71
26-May-2000,1247.1,1278.75,1232.85,1275.35,33048311,1691.57
29-May-2000,1273.7,1317.75,1267.4,1311.05,47527900,2324.35
30-May-2000,1310.8,1347.3,1304.95,1344.85,35581006,1885.23
31-May-2000,1355.35,1410.75,1355.35,1380.45,46440897,1883.79
01-Jun-2000,1380.4,1380.4,1345.1,1349,29618849,1837.2
02-Jun-2000,1350.15,1395.35,1350.15,1389.25,40135483,2355.95
05-Jun-2000,1390.95,1461.05,1390.95,1404.6,46679969,2610.47
06-Jun-2000,1405.45,1426.15,1392.7,1421.75,28124165,1919.16
07-Jun-2000,1423.4,1442.7,1413.8,1430.35,32121331,2513.05
08-Jun-2000,1430.5,1468.7,1430.5,1463.65,39568681,2210.67
09-Jun-2000,1464.3,1485.5,1458.9,1467.2,55393741,2813.85
12-Jun-2000,1464.4,1477.55,1437.15,1440.4,28468653,1536.29
13-Jun-2000,1438.8,1438.8,1411.9,1432.9,37250861,1929.73
14-Jun-2000,1434.95,1459.15,1423.95,1435.5,37371054,2058.68
15-Jun-2000,1437,1452.8,1422.4,1445.25,30332490,2161.96
16-Jun-2000,1443.15,1480.85,1441.6,1477.3,39625952,2365.22
19-Jun-2000,1477.55,1510.45,1477.55,1498.75,37008819,2603.38
20-Jun-2000,1498,1518.05,1497.05,1507.1,32047330,2164.97
21-Jun-2000,1524.05,1539.1,1470.4,1475.15,30544515,2174.65
22-Jun-2000,1475.65,1491.4,1461.3,1488.25,42444916,2293.65
23-Jun-2000,1487.85,1499.85,1462.75,1472.2,62807049,2895.19
26-Jun-2000,1472.15,1472.15,1431.25,1451.65,28885013,1640.31
27-Jun-2000,1452.8,1467.15,1448.95,1454.3,41444271,2187.36
28-Jun-2000,1453.7,1474.7,1445.6,1470,25720842,1540.08
29-Jun-2000,1471.35,1505.75,1471.35,1492.35,41360755,2256.54
30-Jun-2000,1490.2,1490.65,1462.45,1471.45,39155406,2011.95
03-Jul-2000,1473.45,1498.7,1473.45,1495.25,39577037,2570.28
04-Jul-2000,1496.15,1516.8,1494.8,1511.3,37921171,2262.39
05-Jul-2000,1511.5,1530.9,1511.5,1526.05,51276438,2510.18
06-Jul-2000,1525.15,1525.15,1504.05,1516.8,41999154,2020.33
07-Jul-2000,1517,1528.15,1513.4,1517.6,40341969,1801.54
10-Jul-2000,1518.15,1523.2,1502.7,1509.65,40338082,1774.42
11-Jul-2000,1510.55,1523.1,1506.15,1518.55,47327973,2423.52
12-Jul-2000,1518.7,1537.1,1507.95,1533.35,41648670,2379.45
13-Jul-2000,1535.55,1564.75,1513.65,1522.6,47987006,2969.5
14-Jul-2000,1522.2,1534.35,1505.9,1509.75,50970729,3559.29
17-Jul-2000,1509.25,1512.25,1475.15,1479.65,39534845,2262.55
18-Jul-2000,1479.3,1482.9,1458.6,1463.1,39629219,2404.76
19-Jul-2000,1464.55,1468.55,1432.85,1435.8,38459509,2307.28
20-Jul-2000,1434.95,1443.25,1416,1424.2,44962303,2135.42
21-Jul-2000,1424.9,1435.2,1394.3,1397.25,47900266,2505.76
24-Jul-2000,1397.05,1397.05,1310.85,1317.75,41605572,2259.71
25-Jul-2000,1317.35,1363.45,1269.25,1348.9,52145532,2981.2
26-Jul-2000,1350.8,1371.8,1315.15,1318.25,35752137,2078.39
27-Jul-2000,1317,1342.75,1291.3,1338.05,41436644,2588.56
28-Jul-2000,1337.7,1359.4,1327.95,1333.8,44541451,2647.66
31-Jul-2000,1333.3,1343.65,1317.3,1332.85,28942787,1710.44
01-Aug-2000,1332.85,1344.5,1322.6,1326.85,32539550,1646.5
02-Aug-2000,1323.7,1333.85,1312.25,1331.9,30378509,1517.09
03-Aug-2000,1330.7,1339.4,1319,1321.25,37075727,2003.92
04-Aug-2000,1320.25,1333.15,1302.65,1318.55,38818913,2398.1
07-Aug-2000,1319.7,1321.7,1299.9,1310.8,33735626,1755.17
08-Aug-2000,1312.1,1348.25,1311.15,1345.6,38046488,2702.94
09-Aug-2000,1345.95,1363.95,1341.05,1344.95,44986130,2278.45
10-Aug-2000,1345.25,1360.4,1325.15,1328,44327298,2141.22
11-Aug-2000,1328.15,1328.15,1306.6,1310.75,36412192,1801.61
14-Aug-2000,1312.25,1321.55,1295.45,1317.9,43856581,1754.49
16-Aug-2000,1319.35,1354.95,1319.35,1351.45,40974798,2017.68
17-Aug-2000,1351.5,1363.05,1334.95,1341.4,53407669,2036
18-Aug-2000,1342,1360.65,1339.05,1358.05,48685807,2759.83
21-Aug-2000,1358.75,1374.5,1358.75,1370.25,49039737,2623.58
22-Aug-2000,1370.75,1394.9,1370.75,1381.2,52198971,2682.16
23-Aug-2000,1381.6,1398.9,1376.9,1386.05,61613888,2909.66
24-Aug-2000,1386.3,1390.45,1374.9,1386.95,44508722,2495.19
25-Aug-2000,1387.35,1396.1,1377.75,1381.25,50255008,2737.87
28-Aug-2000,1379.6,1383.45,1368.25,1369.85,37279363,1762.03
29-Aug-2000,1368.65,1373.55,1360.65,1367.7,38510859,1904.42
30-Aug-2000,1369.9,1384.85,1369.8,1375.95,43639136,2125.99
31-Aug-2000,1376.5,1397.3,1375.9,1394.1,41752795,2911.67
04-Sep-2000,1395.95,1433.15,1395.95,1427.75,59118945,3166.7
05-Sep-2000,1428.05,1434.65,1420.9,1428.25,46660762,2260.14
06-Sep-2000,1430.9,1444.45,1421,1435.35,55564667,2500.5
07-Sep-2000,1434.7,1450.2,1424.35,1439.75,50581945,2438.64
08-Sep-2000,1440.6,1453.15,1440.6,1450.05,48947780,2895.93
11-Sep-2000,1449.35,1469,1448.95,1456.35,48899129,2813.46
12-Sep-2000,1457.1,1470.55,1447.8,1467.65,44769146,2577.54
13-Sep-2000,1467.65,1482,1452.6,1456.15,40899886,2469.6
14-Sep-2000,1456.75,1466.65,1437.85,1445.3,48935189,3029.32
15-Sep-2000,1443.25,1451.05,1411.55,1417.2,48417567,2754.79
18-Sep-2000,1416.05,1416.05,1352.1,1354.35,44613980,2370.04
19-Sep-2000,1351.8,1361.7,1295.3,1317,61402728,2743.89
20-Sep-2000,1317.8,1351.1,1311.1,1342.9,42014443,1857.75
21-Sep-2000,1341.65,1347.4,1325.75,1329.85,37264457,1601.33
22-Sep-2000,1329.1,1329.1,1261.2,1266.45,53881081,2465.04
25-Sep-2000,1268.4,1305.1,1268.4,1292.55,42390608,1999.04
26-Sep-2000,1292.9,1298.25,1261,1267.9,46208596,1908.5
27-Sep-2000,1267.45,1299,1249.35,1292.55,49801255,2127.47
28-Sep-2000,1292.4,1302.75,1260.8,1266.4,60964211,2528.87
29-Sep-2000,1267.3,1284.15,1264.4,1271.65,49222289,2024.29
03-Oct-2000,1270.75,1288.15,1254.35,1282,53465691,2010.96
04-Oct-2000,1281.45,1300.05,1275.8,1297.8,42233464,1894.67
05-Oct-2000,1296.1,1306.45,1282.5,1284.75,46464764,2106.74
06-Oct-2000,1284.35,1287.85,1262.65,1285,51772489,2554.93
09-Oct-2000,1285.05,1286.35,1264.2,1267.3,35059618,1548.95
10-Oct-2000,1268.7,1272.75,1230.05,1238.95,48897412,2256.73
11-Oct-2000,1232.85,1234.1,1193.8,1201.9,50473747,2499.47
12-Oct-2000,1201.3,1214.35,1185.1,1206.25,58853946,2798.13
13-Oct-2000,1205.7,1205.7,1167.5,1176.75,55251611,2407.17
16-Oct-2000,1177.85,1228.8,1173.35,1175.45,55531115,2416.43
17-Oct-2000,1174.3,1174.3,1140.6,1158.05,60519154,2530.89
18-Oct-2000,1157.05,1157.05,1122.8,1136,46516140,1875.79
19-Oct-2000,1135.65,1171.5,1108.2,1166.15,67023099,2565.29
20-Oct-2000,1166.2,1202.7,1166.2,1172,67674507,2906.96
23-Oct-2000,1171.75,1172.15,1141.45,1143.95,48683559,2018.46
24-Oct-2000,1143,1155.35,1132.9,1152.45,48203039,1919.5
25-Oct-2000,1158.2,1190.4,1157.25,1183.9,61460048,2299.96
26-Oct-2000,1182.8,1188.2,1176.6,1186.3,14447058,511.66
27-Oct-2000,1186.95,1192.9,1171.85,1178.7,42726133,1588.58
30-Oct-2000,1178.75,1185.8,1164.25,1167.15,38382435,1313.3
31-Oct-2000,1167.2,1175.6,1155.15,1172.75,46347670,1554.54
01-Nov-2000,1178.25,1203.85,1177.1,1200.8,57074022,1915.83
02-Nov-2000,1201.25,1226.35,1199.75,1224.85,67708490,2364.68
03-Nov-2000,1225,1249.2,1225,1242.05,76271033,2652.14
06-Nov-2000,1242.15,1261.4,1236.65,1240.25,71321989,2454.65
07-Nov-2000,1239,1249.1,1232.35,1246.75,52944920,2027.09
08-Nov-2000,1246.65,1277.25,1246.65,1266.8,75236288,2992.44
09-Nov-2000,1266.75,1275.55,1255.95,1269.95,61831113,1986.91
10-Nov-2000,1271.35,1271.4,1237.5,1239.55,62554227,2052.48
13-Nov-2000,1239.35,1239.35,1199.95,1208.05,56910304,1899.45
14-Nov-2000,1207.2,1246.9,1207.05,1242.85,71325452,2281.33
15-Nov-2000,1245,1270.1,1243.2,1247.05,71820640,2293.81
16-Nov-2000,1246.6,1254.55,1228.6,1233.25,62682250,1859.78
17-Nov-2000,1232.35,1238,1216.9,1236,56343239,1993.84
20-Nov-2000,1236,1241.75,1231.05,1237.6,53530821,1659.55
21-Nov-2000,1236.95,1237.85,1224.3,1235,54134113,1818.89
22-Nov-2000,1235.85,1247.5,1220.05,1222.35,56320308,2208.16
23-Nov-2000,1221.2,1223.05,1209.85,1216,60184640,1800.94
24-Nov-2000,1216.05,1230,1216.05,1225.2,69640031,2084.2
27-Nov-2000,1225.4,1254.45,1225.35,1252.9,67007159,2070.79
28-Nov-2000,1252.9,1275.45,1248.9,1272.75,81848549,2375.92
29-Nov-2000,1272.25,1281,1253.45,1264.75,83440444,2429.91
30-Nov-2000,1264.75,1272.1,1258.4,1268.15,75246754,2361.41
01-Dec-2000,1268.1,1280.5,1255.2,1276.2,93875047,3091.99
04-Dec-2000,1276.25,1290,1273.65,1275.6,68385969,2088.01
05-Dec-2000,1275.7,1288.2,1275.5,1284.65,66897728,2256.91
06-Dec-2000,1284.85,1319.85,1284.85,1298.55,82720927,2780.3
07-Dec-2000,1298.9,1308.45,1295.1,1302.5,86887597,2464.25
08-Dec-2000,1303.3,1317.2,1303.3,1313.7,92770801,2863.44
11-Dec-2000,1313.7,1333.5,1313.7,1332.15,77519863,2586.01
12-Dec-2000,1332.2,1341.75,1327.6,1333.35,78396433,2806.79
13-Dec-2000,1333.8,1360.8,1333.8,1354.3,81303722,3024.52
14-Dec-2000,1354.45,1369.5,1346.15,1349.35,107922822,3341.29
15-Dec-2000,1349.25,1349.25,1308.15,1312.6,106556294,3740.95
18-Dec-2000,1310.15,1321.65,1297.2,1317.6,71852888,2477.56
19-Dec-2000,1317.75,1325.6,1307,1310.5,79675399,2579.3
20-Dec-2000,1312.8,1313.4,1285.45,1295.25,64915151,2478.43
21-Dec-2000,1294.25,1294.25,1257.1,1277.4,81444699,2879.79
22-Dec-2000,1278.95,1292.8,1237.3,1242,89709314,3211.95
26-Dec-2000,1242.05,1248.5,1207.95,1212,71777831,2571.19
27-Dec-2000,1212.15,1239,1208.75,1228.3,59260399,2341.92
28-Dec-2000,1229.35,1253.6,1229.35,1248.95,61894808,2178.25
29-Dec-2000,1249,1265.9,1242.25,1263.55,68269636,2582.9
01-Jan-2001,1263.5,1276.15,1250.65,1254.3,60533274,2054.04
02-Jan-2001,1254.25,1279.6,1248.55,1271.8,72271588,2396.31
03-Jan-2001,1271.8,1293.55,1263.95,1291.25,99079153,3065.46
04-Jan-2001,1291.3,1331.35,1291.3,1307.65,106441914,3483.97
05-Jan-2001,1307.55,1330.3,1306.25,1327.25,98830568,3639.04
08-Jan-2001,1327.35,1334.2,1303.35,1309.25,96096878,3651.15
09-Jan-2001,1309.2,1323.4,1304.9,1311.65,90810817,3351.6
10-Jan-2001,1311.65,1324.35,1285.3,1287.3,81319087,3241.99
11-Jan-2001,1287.5,1296.75,1275.95,1280.4,83103723,2868.47
12-Jan-2001,1280.45,1298.85,1279.4,1286.75,82041684,3175.14
15-Jan-2001,1286.85,1295.2,1277.85,1286.75,73889684,2987.34
16-Jan-2001,1287,1302.6,1279.85,1293.05,78828339,2446.32
17-Jan-2001,1299.4,1312.35,1295.3,1297.9,72314744,2505.48
18-Jan-2001,1297.95,1309.95,1297.95,1305.95,80942229,2877.32
19-Jan-2001,1306,1333.5,1306,1329.1,107078787,3884.88
22-Jan-2001,1329.3,1351.85,1329.3,1348,99483653,3431.75
23-Jan-2001,1347.95,1362.05,1346.5,1355.2,98006531,3194.53
24-Jan-2001,1355.35,1371.1,1355.35,1365.95,114566115,3539.69
25-Jan-2001,1366.05,1374.2,1353.5,1370.1,108877172,3144.28
29-Jan-2001,1368.55,1368.55,1312.1,1342.05,87201969,2558.29
30-Jan-2001,1342.1,1382.55,1342.05,1379.7,96518544,3091.38
31-Jan-2001,1385.85,1396.05,1369,1371.7,100053358,3146.87
01-Feb-2001,1371.5,1373.5,1340.95,1359.15,111146242,3461.96
02-Feb-2001,1359.1,1384.9,1355.3,1378.85,116258775,3694.61
05-Feb-2001,1378.8,1392.15,1373.45,1382.6,99313910,2861.32
06-Feb-2001,1382.7,1395.4,1382.7,1387.1,87855379,2481.57
07-Feb-2001,1387.3,1391.85,1368.05,1370.8,113028665,3314.96
08-Feb-2001,1370.65,1396.8,1365.05,1395.5,112780156,3337.81
09-Feb-2001,1395.55,1416.3,1395.55,1405.7,145053047,4035.82
12-Feb-2001,1405.7,1416.45,1397.6,1402.2,93541589,2633.92
13-Feb-2001,1402.2,1412.7,1386.65,1391.2,101737939,2934.5
14-Feb-2001,1393.15,1396.35,1380.65,1393.35,82940179,2350.77
15-Feb-2001,1393.35,1421,1393.35,1416.7,104604788,3232.2
16-Feb-2001,1415.85,1422.95,1376.15,1381.35,113023358,3447.26
19-Feb-2001,1381.4,1392.05,1369.45,1384.8,78672846,2424.58
20-Feb-2001,1384.85,1392.8,1380.4,1383.85,100052290,2751.01
21-Feb-2001,1383.9,1389.55,1364.25,1370.1,101078364,3407.27
22-Feb-2001,1370.05,1370.05,1335.65,1355.1,100049959,3316.2
23-Feb-2001,1355.1,1362.8,1314.1,1320.45,109210345,3157.89
26-Feb-2001,1320.9,1325.2,1299.05,1312.4,86950781,2502.12
27-Feb-2001,1312.45,1324,1281.9,1295.55,106024966,3048.46
28-Feb-2001,1295.3,1362.25,1294.6,1351.4,150441998,4615.87
01-Mar-2001,1351.75,1399.55,1345.05,1358.05,136400622,4332.02
02-Mar-2001,1360.25,1386.75,1301.8,1306.35,124763272,3689.81
05-Mar-2001,1304.85,1316.45,1259.1,1271.45,121535287,3470.85
07-Mar-2001,1272.8,1311.1,1249.45,1290.5,104381701,2866.47
08-Mar-2001,1290.85,1307.95,1279.3,1292.85,60218168,1680.91
09-Mar-2001,1292.7,1292.7,1219.35,1254.75,60117766,1460.2
12-Mar-2001,1253.25,1253.25,1193.95,1197.95,54093815,1272.03
13-Mar-2001,1197.85,1201.15,1098.75,1124.7,69137496,1577
14-Mar-2001,1125.15,1200.25,1114.6,1194.2,42822737,1020.5
15-Mar-2001,1191.6,1219.7,1170.7,1217.15,47034759,1143.24
16-Mar-2001,1216.9,1233.4,1179.6,1193.55,51146372,1275.81
19-Mar-2001,1192.85,1201.7,1173.15,1186.7,29195967,829.16
20-Mar-2001,1186.8,1193.35,1162.35,1170.95,29316504,760.99
21-Mar-2001,1168.8,1212.2,1156.15,1207.1,30172182,879.1
22-Mar-2001,1206.45,1218.35,1184.95,1187.55,33692351,873.61
23-Mar-2001,1187.6,1196.55,1139.65,1161.3,35578430,1023.14
26-Mar-2001,1159.85,1165.65,1147.5,1161.5,22757464,661.75
27-Mar-2001,1161.6,1182.7,1157.25,1177.75,34348645,1088.95
28-Mar-2001,1177.55,1209.6,1177.55,1206.2,31734710,990.27
29-Mar-2001,1204.9,1210.1,1185,1195.1,31581037,975.78
30-Mar-2001,1195.05,1195.25,1144.65,1148.2,33959470,923.17
02-Apr-2001,1148.1,1148.1,1094.35,1138.1,40163288,1053.6
03-Apr-2001,1136.65,1153.1,1128.1,1149.25,29797348,796.52
04-Apr-2001,1146.1,1146.15,1120.35,1136.65,27091152,681.11
06-Apr-2001,1137.55,1171.85,1133.05,1139.6,36171484,996.96
09-Apr-2001,1137.6,1138.55,1116.1,1128.35,28396434,746.64
10-Apr-2001,1129.1,1129.75,1093.05,1103.05,35199275,999.09
11-Apr-2001,1104.9,1116.85,1056.1,1066.8,39177495,1109.84
12-Apr-2001,1066.75,1066.75,1001.8,1024.9,47079193,1273.94
16-Apr-2001,1024,1049.4,1000.1,1044.6,44790803,981.33
17-Apr-2001,1044.85,1072.9,1037.7,1067,50797893,1139.45
18-Apr-2001,1066.5,1106.3,1063.05,1103.4,55976491,1344.85
19-Apr-2001,1103.6,1159.3,1103.6,1144.45,70684003,1950.61
20-Apr-2001,1145.75,1156.45,1120.6,1144,49354917,1411.68
23-Apr-2001,1144.05,1162.05,1137.3,1149.75,48547640,1202.06
24-Apr-2001,1149.6,1149.6,1128.4,1146.3,42006905,1061.69
25-Apr-2001,1146.5,1162.85,1142.3,1155.35,52927065,1273.51
26-Apr-2001,1155.4,1170.2,1138.85,1143.75,55932790,1172.46
27-Apr-2001,1143.65,1143.65,1078.1,1101.3,56498863,1255.92
30-Apr-2001,1101.45,1127.9,1101.45,1125.25,42750822,998.7
02-May-2001,1125.45,1150.65,1125.25,1137.2,43257145,1209.72
03-May-2001,1137.15,1139.85,1117.7,1122.05,35696448,1015.24
04-May-2001,1121.45,1131.95,1113.65,1130.05,42006775,1056.54
07-May-2001,1130.05,1145.4,1130.05,1139.2,35261515,933.42
08-May-2001,1139.25,1151.95,1138.2,1148.95,43301789,1119.47
09-May-2001,1149.9,1164.3,1145.25,1149.25,55608670,1460.92
10-May-2001,1149.1,1151.6,1139.25,1144.95,37684921,1116.98
11-May-2001,1144.1,1146.85,1136.9,1140.5,42033729,1001.02
14-May-2001,1140.45,1146.25,1134.05,1140.8,32675541,846.02
15-May-2001,1140.75,1147.75,1096.25,1145.3,45135447,1168.05
16-May-2001,1147.1,1163.15,1146.05,1151.15,48486563,1161.42
17-May-2001,1151.2,1179,1150.6,1174.95,62568541,1498.08
18-May-2001,1175,1187.65,1169.2,1172.8,53432585,1343.77
21-May-2001,1172.95,1182.65,1166.7,1169.45,43127114,988.83
22-May-2001,1169.5,1176.2,1165.65,1168.1,37282910,995.49
23-May-2001,1168.25,1181.8,1167,1179.1,40537706,1273.18
24-May-2001,1179.1,1190.15,1177.55,1181.85,49236107,1441.5
25-May-2001,1181.95,1188.5,1171.35,1174.9,44045491,1251.16
28-May-2001,1174.95,1194.5,1174.45,1193.2,45583971,1242.39
29-May-2001,1193.25,1202.05,1193.25,1198.45,44863947,1179.54
30-May-2001,1199.5,1207,1173.75,1177.55,53458645,1563.28
31-May-2001,1177.5,1177.5,1154.9,1167.9,51326602,1396.92
01-Jun-2001,1168.1,1175.8,1146.9,1148.05,45591808,1218.63
04-Jun-2001,1148,1154.45,1125.35,1127.2,39210374,1034.54
05-Jun-2001,1127.15,1130.65,1106.8,1115.6,44902352,1243.75
06-Jun-2001,1117.5,1132.95,1114,1115.7,34916039,936.19
07-Jun-2001,1115.05,1116.1,1095.45,1112.35,43845499,1230.26
08-Jun-2001,1112.45,1128.9,1112.45,1126.6,47213483,1271.25
11-Jun-2001,1126.55,1134.8,1122.35,1131.1,35437940,1076.12
12-Jun-2001,1131.05,1133.3,1121.8,1127.15,39272103,1116.51
13-Jun-2001,1127.1,1132.95,1126.9,1129,32960264,958.25
14-Jun-2001,1128.95,1128.95,1110.15,1112.75,40353911,1197.48
15-Jun-2001,1112.7,1112.7,1084.2,1087.75,45840395,1458.47
18-Jun-2001,1087.75,1087.75,1064.4,1078.3,42081822,1184.03
19-Jun-2001,1078.25,1099.7,1075.45,1096.65,37831986,1087.34
20-Jun-2001,1096.35,1100.55,1084.7,1097.6,31013783,855.29
21-Jun-2001,1097.9,1102.45,1090.25,1095.2,37933371,1057.13
22-Jun-2001,1095.85,1097.8,1081.3,1087.65,37679782,958.3
25-Jun-2001,1087.1,1087.1,1064.4,1067,39750113,1069.36
26-Jun-2001,1066.4,1099.8,1060.05,1096.6,50432531,1435.58
27-Jun-2001,1096.6,1102.8,1086.75,1096.1,46770073,1311.87
28-Jun-2001,1095.85,1101,1090.2,1094,31053307,909.99
